reference_id|title|doi|link
1389|J. Chem. Soc., Chem. Commun., 1975, 19, 778|10.1039/C39750000778|https://pubs.rsc.org/en/content/articlelanding/1975/C3/C39750000778#!divAbstract
1391|Molecules 2020, 25, 1, 61|10.3390/molecules25010061|https://www.mdpi.com/1420-3049/25/1/61
1393|Molecules 2017, 22, 12, 2026|10.3390/molecules22122026|https://www.mdpi.com/1420-3049/22/12/2026
1395|Tetrahedron Lett., 1978, 19, 29, 2605|10.1016/S0040-4039(01)94840-3|https://www.sciencedirect.com/science/article/abs/pii/S0040403901948403
1396|J. Nat. Prod. 2004, 67, 5, 878|10.1021/np0303714|https://pubs.acs.org/doi/10.1021/np0303714#
1398|J. Antibiot., 2002, 55, 11, 952|10.7164/antibiotics.55.952|https://www.jstage.jst.go.jp/article/antibiotics1968/55/11/55_11_952/_article
1399|Chem. Biodivers., 2009, 6, 3, 328|10.1002/cbdv.200800292.|https://onlinelibrary.wiley.com/doi/abs/10.1002/cbdv.200800292
1400|J. Antibiot., 1995, 48, 6, 495|10.7164/antibiotics.48.495|https://www.jstage.jst.go.jp/article/antibiotics1968/48/6/48_6_495/_article
1401|J. Antibiot., 1996, 49, 3, 292|10.7164/antibiotics.49.292|https://www.jstage.jst.go.jp/article/antibiotics1968/49/3/49_3_292/_article
1402|J. Nat. Prod. 2016, 79, 1, 59|10.1021/acs.jnatprod.5b00650|https://pubs.acs.org/doi/10.1021/acs.jnatprod.5b00650
1403|J. Nat. Prod. 2018, 81, 1, 2|10.1021/acs.jnatprod.7b00335|https://pubs.acs.org/doi/10.1021/acs.jnatprod.7b00335
1407|Nat. Chem., 2020, 12, 615|10.1038/s41557-020-0442-3|https://www.nature.com/articles/s41557-020-0442-3
1408|J. Agric. Food Chem. 2016, 64, 35, 6659|10.1021/acs.jafc.6b01772|https://pubs.acs.org/doi/10.1021/acs.jafc.6b01772
1409|Org. Lett. 2009, 11, 16, 3714|10.1021/ol901304y|https://pubs.acs.org/doi/10.1021/ol901304y
1410|Mar. Drugs 2019, 17, 1, 6|10.3390/md17010006|https://www.mdpi.com/1660-3397/17/1/6
1411|Mar. Drugs 2019, 17, 5, 262|10.3390/md17050262|https://www.mdpi.com/1660-3397/17/5/262
1412|Org. Lett. 2012, 14, 18, 4770|10.1021/ol302051x|https://pubs.acs.org/doi/10.1021/ol302051x
1413|Tetrahedron Lett., 1969, 10, 9, 695|10.1016/S0040-4039(01)87785-6|https://www.sciencedirect.com/science/article/abs/pii/S0040403901877856
1414|Biosci. Biotechnol. Biochem., 2009, 73, 8, 1898|10.1271/bbb.90228|https://academic.oup.com/bbb/article/73/8/1898/5947536
1415|Phytochem Lett., 2012, 5, 1, 114|10.1016/j.phytol.2011.11.005|https://www.sciencedirect.com/science/article/abs/pii/S1874390011001698
1416|Nat. Prod. Res., 2014, 28, 11, 776|10.1080/14786419.2014.880911|https://www.tandfonline.com/doi/abs/10.1080/14786419.2014.880911?tab=permissions&scroll=top
1417|J. Nat. Prod. 2014, 77, 10, 2218|10.1021/np500469b|https://pubs.acs.org/doi/10.1021/np500469b
1418|J. Nat. Prod. 2010, 73, 6, 1133|10.1021/np100198h|https://pubs.acs.org/doi/10.1021/np100198h
1419|Anal. Chem. 2015, 87, 13, 6520|10.1021/acs.analchem.5b01934|https://pubs.acs.org/doi/10.1021/acs.analchem.5b01934
1420|Molecules 2017, 22, 12, 2069|10.3390/molecules22122069|https://www.mdpi.com/1420-3049/22/12/2069/htm
1421|J. Antibiot., 2015, 68, 703|10.1038/ja.2015.55|https://www.nature.com/articles/ja201555
1422|J. Antibiot., 2017, 70, 6, 763|10.1038/ja.2017.45|https://www.nature.com/articles/ja201745
1423|Biol. Pharm. Bull. 2014, 37, 3, 378|10.1248/bpb.b13-00719|https://www.jstage.jst.go.jp/article/bpb/37/3/37_b13-00719/_article
1424|Tetrahedron Lett. 1991, 32, 46, 6715|10.1271/bbb.57.787|https://www.tandfonline.com/doi/abs/10.1271/bbb.57.787
1425|Biosci. Biotechnol. Biochem., 1993, 57, 7, 1222|10.1271/bbb.57.1222|https://academic.oup.com/bbb/article/57/7/1222/5959776
1426|Int. J. Food Microbiol., 2014, 188, 116|10.1016/j.ijfoodmicro.2014.07.025|https://www.sciencedirect.com/science/article/abs/pii/S0168160514003687
1427|Stud. Mycol., 2011, 69, 1, 1|10.3114/sim.2011.69.01|https://www.sciencedirect.com/science/article/pii/S0166061614600543
1428|Appl. Environ. Microbiol., 2001, 67, 2, 521|10.1128/AEM.67.2.521-527.2001|https://aem.asm.org/content/67/2/521
1429|Biochemistry, 2002, 41, 51, 15135|10.1021/bi026238c|https://pubs.acs.org/doi/10.1021/bi026238c
1430|Magn. Reson. Chem., 2005, 43, 11, 962|10.1002/mrc.1654|https://onlinelibrary.wiley.com/doi/abs/10.1002/mrc.1654
1431|Mycotoxin Res., 2014, 30, 2, 113|10.1007/s12550-014-0195-1|https://link.springer.com/article/10.1007/s12550-014-0195-1
1432|Stud. Mycol., 2011, 69, 1, 39|10.3114/sim.2011.69.04|https://www.sciencedirect.com/science/article/pii/S0166061614600579
1433|J. Agric. Food Chem., 2004, 52, 12, 3884|10.1021/jf049870g|https://pubs.acs.org/doi/10.1021/jf049870g
1434|Appl. Environ. Microbiol., 1996, 62, 12, 4461|10.1128/AEM.62.12.4461-4464.1996|https://aem.asm.org/content/62/12/4461
1435|Appl. Biochem. Biotechnol., 2012, 167, 7, 1938|10.1007/s12010-012-9732-6|https://link.springer.com/article/10.1007%2Fs12010-012-9732-6
1436|Stud. Mycol., 2011, 69, 1, 19|10.3114/sim.2011.69.02|https://www.sciencedirect.com/science/article/pii/S0166061614600555
1437|Org. Lett., 2015, 17, 3, 700|10.1021/ol5037198|https://pubs.acs.org/doi/10.1021/ol5037198
1438|Eur. J. Nucl. Med. Mol. Imaging, 2013, 40, 4, 642|10.1007/s00259-013-2354-6|https://link.springer.com/article/10.1007%2Fs00259-013-2354-6
1440|Int. J. Syst. Evol. Microbiol., 2008, 58, 3, 725|10.1099/ijs.0.65123-0|https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65123-0
1441|Stud. Mycol., 2011, 69, 1, 57|10.3114/sim.2011.69.05|https://www.sciencedirect.com/science/article/pii/S0166061614600580
1442|Fungal Biol., 2011, 115,4 ,5, 406|10.1016/j.funbio.2011.02.013|https://www.sciencedirect.com/science/article/abs/pii/S1878614611000432
1443|Org. Lett., 2016, 18, 6, 1366|10.1021/acs.orglett.6b00299|https://pubs.acs.org/doi/10.1021/acs.orglett.6b00299
1444|J. Nat. Prod. 2016, 79, 4, 914|10.1021/acs.jnatprod.5b00975|https://pubs.acs.org/doi/10.1021/acs.jnatprod.5b00975
1445|Pest. Manag. Sci., 2009, 65, 1, 34|10.1002/ps.1640|https://pubmed.ncbi.nlm.nih.gov/18785221/
1446|J. Appl. Microbiol., 2016, 120, 2, 301|10.1111/jam.12998|https://pubmed.ncbi.nlm.nih.gov/26544796/
1447|Syst. Appl. Microbiol., 2005, 28, 5, 442|10.1016/j.syapm.2005.02.012|https://www.sciencedirect.com/science/article/abs/pii/S0723202005000421
1448|J. Antibiot., 2000, 53, 2, 110|10.7164/antibiotics.53.110|https://www.jstage.jst.go.jp/article/antibiotics1968/53/2/53_2_110/_article
1449|Can. J. Microbiol., 1975, 21, 11, 1781|10.1139/m75-259|https://cdnsciencepub.com/doi/10.1139/m75-259
1450|Nat. Prod. Res., 2016, 30, 4, 478|10.1080/14786419.2015.1022777|https://www.tandfonline.com/doi/abs/10.1080/14786419.2015.1022777?journalCode=gnpl20
1451|Mycol. Res., 2009, 113, 4, 480|10.1016/j.mycres.2008.12.002|https://www.sciencedirect.com/science/article/abs/pii/S0953756209000033
1452|Stud. Mycol., 2011, 69, 1, 81|10.3114/sim.2011.69.06|https://www.sciencedirect.com/science/article/pii/S0166061614600592
1453|FEMS Microbiol. Lett., 2016, 363, 5, fnw026|10.1093/femsle/fnw026|https://academic.oup.com/femsle/article/363/5/fnw026/2570215
1454|Mycopathologia, 1987, 98, 1, 21|10.1007/BF00431013|https://link.springer.com/article/10.1007/BF00431013
1455|Toxins (Basel), 2016, 8, 8, 242|10.3390/toxins8080242|https://www.mdpi.com/2072-6651/8/8/242/htm
1456|J. Antibiot., 2007, 60, 2, 153|10.1038/ja.2007.15|https://www.nature.com/articles/ja200715
1457|Phytochemistry, 2012, 80, 123|10.1016/j.phytochem.2012.05.008|https://www.sciencedirect.com/science/article/abs/pii/S0031942212002087
1458|Org. Biomol. Chem., 2003, 1, 11, 1856|10.1039/b302306k|https://pubs.rsc.org/en/content/articlelanding/2003/OB/B302306K#!divAbstract
1459|J. Nat. Prod. 2004, 67, 12, 1985|10.1021/np040139d|https://pubs.acs.org/doi/10.1021/np040139d
1460|Fungal Biol., 2016, 120, 4, 489|10.1016/j.funbio.2016.01.002|https://www.sciencedirect.com/science/article/abs/pii/S1878614616000143
1461|Mycobiology, 2015, 43, 1, 87|10.5941/MYCO.2015.43.1.87|https://www.tandfonline.com/doi/abs/10.5941/MYCO.2015.43.1.87
1462|Mycotoxin Res., 2013, 29, 3, 141|10.1007/s12550-013-0160-4|https://link.springer.com/article/10.1007%2Fs12550-013-0160-4
1463|J. Microbiol. Methods, 2016, 128, 34|10.1016/j.mimet.2016.07.004|https://www.sciencedirect.com/science/article/abs/pii/S0167701216301762
1464|Stud. Mycol., 2014, 78, 1, 61|10.1016/j.simyco.2014.07.001|https://www.sciencedirect.com/science/article/pii/S0166061614000025
1465|Int. J. Syst. Evol. Microbiol., 2012, 62, 4, 1007|10.1099/ijs.0.034785-0|https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.034785-0
1466|IMA Fungus, 2010, 1, 2, 197|10.5598/imafungus.2010.01.02.13|https://imafungus.biomedcentral.com/articles/10.5598/imafungus.2010.01.02.13
1467|J. Antibiot., 1981, 34, 8, 923|10.7164/antibiotics.34.923|https://www.jstage.jst.go.jp/article/antibiotics1968/34/8/34_8_923/_article
1468|J. Antibiot., 1977, 30, 2, 125|10.7164/antibiotics.30.125|https://www.jstage.jst.go.jp/article/antibiotics1968/30/2/30_2_125/_article
1469|BMC Genomics, 2016, 17, 570|10.1186/s12864-016-2885-x|https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-016-2885-x
1470|Mar. Drugs 2015, 13, 1, 7040|10.3390/md13117040|https://www.mdpi.com/1660-3397/13/11/7040
1471|J. Nat. Prod. 2015, 78, 11, 2572|10.1021/acs.jnatprod.5b00508|https://pubs.acs.org/doi/10.1021/acs.jnatprod.5b00508
1472|Arch. Microbiol., 1978, 116, 3, 245|10.1007/BF00417847|https://link.springer.com/article/10.1007%2FBF00417847
1473|Arch. Pharm. (Weinheim), 1988, 321, 11, 803|10.1002/ardp.19883211108|https://onlinelibrary.wiley.com/doi/abs/10.1002/ardp.19883211108
1474|Helv. Chim. Acta, 1974, 57, 8, 2459|10.1002/hlca.19740570818|https://onlinelibrary.wiley.com/doi/abs/10.1002/hlca.19740570818
1475|Oncogene, 2015, 34, 1608|10.1038/onc.2014.462|https://www.nature.com/articles/onc201496
1476|Mar. Drugs 2013, 11, 6, 2054|10.3390/md11062054|https://www.mdpi.com/1660-3397/11/6/2054/htm
1477|Bioorg. Med. Chem. Lett., 2016, 26, 2, 346|10.1016/j.bmcl.2015.12.009|https://www.sciencedirect.com/science/article/abs/pii/S0960894X15303218
1478|Mar. Drugs 2015, 13, 1, 237|10.3390/md13010237|https://www.mdpi.com/1660-3397/13/1/237
1479|Fitoterapia, 2014, 95, 194|10.1016/j.fitote.2014.03.021|https://www.sciencedirect.com/science/article/abs/pii/S0367326X14000951
1480|Meat Sci., 2016, 122, 76|10.1016/j.meatsci.2016.07.024|https://www.sciencedirect.com/science/article/abs/pii/S0309174016302431
1481|Chembiochem, 2014, 15, 5, 656|10.1002/cbic.201300751|https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10.1002/cbic.201300751
1482|J. Antibiot., 2008, 61, 4, 245|10.1038/ja.2008.36|https://www.nature.com/articles/ja200836
1483|Metabolites, 2012, 2, 1, 39|10.3390/metabo2010039|https://www.mdpi.com/2218-1989/2/1/39/htm
1484|J. Nat. Prod. 2005, 68, 8, 1300|10.1021/np050141k|https://pubs.acs.org/doi/10.1021/np050141k
1485|Int. J. Biol. Macromol., 2015, 81, 17|10.1016/j.ijbiomac.2015.07.043|https://www.sciencedirect.com/science/article/pii/S0141813015005140
1486|Toxins, 2013, 5, 9, 1574|10.3390/toxins5091574|https://www.mdpi.com/2072-6651/5/9/1574
1487|Org. Lett., 2014, 16, 9, 2574|10.1021/ol500243k|https://pubs.acs.org/doi/10.1021/ol500243k
1488|Acc. Chem. Res., 2008, 41, 2, 302|10.1021/ar6000044|https://pubs.acs.org/doi/10.1021/ar6000044
1489|Chembiochem, 2016, 17, 9, 1813|10.1002/cbic.201600293|https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10.1002/cbic.201600293
1490|Chem. Biodivers., 2014, 11, 1, 85|10.1002/cbdv.201300220|https://onlinelibrary.wiley.com/doi/abs/10.1002/cbdv.201300220
1491|Fungal Biol., 2015, 119, 11, 973|10.1016/j.funbio.2015.06.006|https://www.sciencedirect.com/science/article/abs/pii/S1878614615001051
1492|Org. Lett., 2007, 9, 13, 2449|10.1021/ol0703231|https://pubs.acs.org/doi/10.1021/ol0703231
1493|Indian J. Microbiol., 2010, 50, 2, 225|10.1007/s12088-010-0044-7|https://link.springer.com/article/10.1007%2Fs12088-010-0044-7
1494|J. Antibiot., 1980, 33, 11, 1270|10.7164/antibiotics.33.1270|https://www.jstage.jst.go.jp/article/antibiotics1968/33/11/33_11_1270/_article
1495|Appl. Biochem. Biotechnol., 2014, 174, 4, 1246|10.1007/s12010-014-1102-0|https://link.springer.com/article/10.1007/s12010-014-1102-0
1496|J. Asian Nat. Prod. Res., 2013, 15, 9, 956|10.1080/10286020.2013.826205|https://www.tandfonline.com/doi/abs/10.1080/10286020.2013.826205
1497|Mycopathologia, 1997, 139, 1, 51|10.1023/A:1006813528046|https://link.springer.com/article/10.1023%2FA%3A1006813528046
1498|PLoS One, 2014, 9, 10, e109265|10.1371/journal.pone.0109265|https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109265
1499|Sci. Total Environ., 2016, 562, 296|10.1016/j.scitotenv.2016.03.183|https://www.sciencedirect.com/science/article/abs/pii/S0048969716306064
1500|IMA Fungus, 2010, 1, 2, 187|10.5598/imafungus.2010.01.02.12|https://imafungus.biomedcentral.com/articles/10.5598/imafungus.2010.01.02.12
1501|Int. J. Food Microbiol., 2011, 149, 2, 171|10.1016/j.ijfoodmicro.2011.06.002|https://www.sciencedirect.com/science/article/abs/pii/S0168160511003370
1502|J. Antibiot., 2003, 56, 6, 526|10.7164/antibiotics.56.526|https://www.jstage.jst.go.jp/article/antibiotics1968/56/6/56_6_526/_article
1503|Bioprocess Biosyst. Eng., 2013, 36, 3, 285|10.1007/s00449-012-0783-4|https://link.springer.com/article/10.1007%2Fs00449-012-0783-4
1504|Mycologia, 2006, 98, 2, 295|10.1080/15572536.2006.11832702|https://www.tandfonline.com/doi/abs/10.1080/15572536.2006.11832702?journalCode=umyc20
1505|Arch. Pharm. Res., 2015, 38, 6, 1038|10.1007/s12272-014-0371-z|https://link.springer.com/article/10.1007%2Fs12272-014-0371-z
1506|J. Nat. Prod. 2014, 77, 2, 193|10.1021/np400955q|https://pubs.acs.org/doi/10.1021/np400955q
1507|Bioorg. Med. Chem., 2011, 19, 22, 6587|10.1016/j.bmc.2011.05.045|https://www.sciencedirect.com/science/article/abs/pii/S0968089611003981
1508|Org. Lett., 2010, 12, 20, 4458|10.1021/ol101396n|https://pubs.acs.org/doi/10.1021/ol101396n
1509|J. Nat. Prod. 2004, 67, 12, 2111|10.1021/np049843k|https://pubs.acs.org/doi/10.1021/np049843k
1510|Lett. Appl. Microbiol., 2011, 52, 3, 208|10.1111/j.1472-765X.2010.02983.x|https://sfamjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1472-765X.2010.02983.x
1511|Mycopathologia, 2007, 164, 5, 241|10.1007/s11046-007-9057-0|https://link.springer.com/article/10.1007%2Fs11046-007-9057-0
1512|J. Infect. Chemother., 2015, 21, 5, 385|10.1016/j.jiac.2015.01.005|https://www.sciencedirect.com/science/article/abs/pii/S1341321X15000203
1513|Antonie Van Leeuwenhoek, 2003, 83, 2, 191|10.1023/a:1023355707646|https://link.springer.com/article/10.1023%2FA%3A1023355707646
1514|Biochem. J., 1922, 16, 4, 514|10.1042/bj0160514|https://portlandpress.com/biochemj/article-abstract/16/4/514/5599/Note-on-a-New-Tannase-from-Aspergillus-Luchuensis
1515|J. Bacteriol., 1945, 50, 579|10.1128/JB.50.5.579-584.1945|https://jb.asm.org/content/50/5/579
1516|Nature, 1949, 164, 4179, 961|10.1038/164961b0|https://www.nature.com/articles/164961b0
1517|J. Ind. Microbiol. Biotechnol., 2003, 30, 4, 220|10.1007/s10295-003-0048-y|https://academic.oup.com/jimb/article/30/4/220/5992185
1518|Arch. Microbiol., 1974, 100, 1, 73|10.1007/BF00446308|https://link.springer.com/article/10.1007%2FBF00446308
1519|Appl. Environ. Microbiol., 1979, 38, 5, 1015|10.1128/AEM.38.5.1015-1017.1979|https://aem.asm.org/content/38/5/1015
152|Nature 1985, 318, 191|10.1038/318191a0|https://www.nature.com/articles/318191a0
1520|Int. J. Food Microbiol., 2012, 156, 1, 1|10.1016/j.ijfoodmicro.2012.03.001|https://www.sciencedirect.com/science/article/abs/pii/S0168160512001201
1521|Microb. Cell Fact., 2016, 15, 1, 130|10.1186/s12934-016-0527-2|https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-016-0527-2
1524|Chem. Pharm. Bull. (Tokyo), 2007, 55, 9, 1338|10.1248/cpb.55.1338|https://www.jstage.jst.go.jp/article/cpb/55/9/55_9_1338/_article
1525|J. Antibiot., 2002, 55, 8, 685|10.7164/antibiotics.55.685|https://www.jstage.jst.go.jp/article/antibiotics1968/55/8/55_8_685/_article
1526|J. Org. Chem., 1997, 62, 21, 7078|10.1021/jo970568z|https://pubs.acs.org/doi/10.1021/jo970568z
1528|J. Antibiot. 2007, 60, 3, 204|10.1038/ja.2007.24|https://www.nature.com/articles/ja200724
1529|J. Nat. Prod. 2007, 70, 7, 1180|10.1021/np070175n|https://pubs.acs.org/doi/10.1021/np070175n
1530|J. Nat. Prod.. 2004, 67, 9, 1532|10.1021/np030551d|https://pubs.acs.org/doi/10.1021/np030551d
1531|J. Antibiot.., 2006, 59, 8, 480|10.1038/ja.2006.67|https://www.nature.com/articles/ja200667
1532|J. Agric. Food Chem., 1979, 27, 3, 592|10.1021/jf60223a043|https://pubs.acs.org/doi/abs/10.1021/jf60223a043
1533|Org. Biomol. Chem., 2009, 7, 3, 435|10.1039/b819208a|https://pubs.rsc.org/en/content/articlelanding/2009/OB/B819208A#!divAbstract
1534|Chem. Biodivers., 2008, 5, 1, 93|10.1002/cbdv.200890017|https://onlinelibrary.wiley.com/doi/abs/10.1002/cbdv.200890017
1535|J. Agric. Food Chem., 2007, 55, 23, 9727|10.1021/jf0718906|https://pubs.acs.org/doi/10.1021/jf0718906
1536|Food Addit. Contam. Part A, Chem. Anal. Control Expo. Risk Assess., 2009, 26, 1, 94|10.1080/02652030802366090|https://www.tandfonline.com/doi/abs/10.1080/02652030802366090
1537|Mycologia, 2009, 101, 3, 352|10.3852/08-173|https://www.tandfonline.com/doi/abs/10.3852/08-173?journalCode=umyc20
1538|J. Antibiot., 1997, 50, 8, 653|10.7164/antibiotics.50.653|https://www.jstage.jst.go.jp/article/antibiotics1968/50/8/50_8_653/_article
1539|J. Org. Chem., 2008, 73, 11, 4245|10.1021/jo800348d|https://pubs.acs.org/doi/10.1021/jo800348d
1540|J. Antibiot., 2003, 56, 9, 755|10.7164/antibiotics.56.755|https://www.jstage.jst.go.jp/article/antibiotics1968/56/9/56_9_755/_article
1541|J. Antibiot., 1988, 41, 11, 1681|10.7164/antibiotics.41.1681|https://www.jstage.jst.go.jp/article/antibiotics1968/41/11/41_11_1681/_article
1542|J. Antibiot., 1980, 33, 9, 931|10.7164/antibiotics.33.931|https://www.jstage.jst.go.jp/article/antibiotics1968/33/9/33_9_931/_article
1543|Int. J. Food Microbiol., 2016, 228,44|10.1016/j.ijfoodmicro.2016.03.015|https://www.sciencedirect.com/science/article/abs/pii/S0168160516301143
1544|J. Org. Chem., 1999, 64, 15, 5479|10.1021/jo990277l|https://pubs.acs.org/doi/10.1021/jo990277l
1545|Can. J.Microbiol., 1979, 25, 2, 130|10.1139/m79-021|https://cdnsciencepub.com/doi/10.1139/m79-021
1546|Chem. Pharm. Bull. (Tokyo), 2006, 54, 12, 1639|10.1248/cpb.54.1639|https://www.jstage.jst.go.jp/article/cpb/54/12/54_12_1639/_article
1547|Lett. Appl. Microbiol., 2016, 62, 6, 488|10.1111/lam.12578|https://sfamjournals.onlinelibrary.wiley.com/doi/full/10.1111/lam.12578
1548|Carbohydr. Res., 2005, 340, 4, 609|10.1016/j.carres.2005.01.005|https://www.sciencedirect.com/science/article/abs/pii/S000862150500008X
1549|Fungal Biol., 2011, 115, 11, 1138|10.1016/j.funbio.2011.07.008|https://www.sciencedirect.com/science/article/abs/pii/S1878614611001425
1550|Bioorg. Med. Chem. Lett., 2004, 14, 13, 3539|10.1016/j.bmcl.2004.04.050|https://www.sciencedirect.com/science/article/abs/pii/S0960894X04005487
1551|J. Antibiot., 1996, 49, 6, 505|10.7164/antibiotics.49.50|https://www.jstage.jst.go.jp/article/antibiotics1968/49/6/49_6_505/_article
1552|Mycopathologia, 2009, 168, 4, 185|10.1007/s11046-009-9215-7|https://link.springer.com/article/10.1007%2Fs11046-009-9215-7
1553|PLoS One, 2013, 8, 6, e64871|10.1371/journal.pone.0064871|https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0064871
1554|Int. J. Food Microbiol., 2014, 186, 14|10.1016/j.ijfoodmicro.2014.06.006|https://www.sciencedirect.com/science/article/abs/pii/S0168160514002906
1555|Biochem. J., 1957, 67, 1, 155|10.1042/bj0670155|https://portlandpress.com/biochemj/article-abstract/67/1/155/50984/Studies-in-the-biochemistry-of-micro-organisms-102
1556|Appl. Microbiol. Biotechnol., 2012, 95, 1, 113|10.1007/s00253-012-4027-y|https://link.springer.com/article/10.1007%2Fs00253-012-4027-y
1557|Appl. Environ. Microbiol., 1977, 33, 5, 1023|10.1128/AEM.33.5.1023-1025.1977|https://aem.asm.org/content/33/5/1023
1558|J. Chem. Soc. Perkin 1, 1973, 17, 1825|10.1039/p19730001825|https://pubs.rsc.org/en/content/articlelanding/1973/P1/p19730001825#!divAbstract
1559|J. Chem. Soc. Perkin 1, 1965, 4672|10.1039/jr9650004672|https://pubs.rsc.org/en/content/articlelanding/1965/JR/jr9650004672#!divAbstract
1560|Syst. Appl. Microbiol., 2001, 24, 1, 131|10.1078/0723-2020-00007|https://www.sciencedirect.com/science/article/abs/pii/S0723202004700168
1561|Appl. Microbiol. Biotechnol., 2016, 100, 4, 1799|10.1007/s00253-015-7086-z|https://link.springer.com/article/10.1007%2Fs00253-015-7086-z
1562|J. Antibiot., 2015, 68, 10, 63|10.1038/ja.2015.40|https://www.nature.com/articles/ja201540
1563|J. Antibiot., 1999, 52, 12, 1095|10.7164/antibiotics.52.1095|https://www.jstage.jst.go.jp/article/antibiotics1968/52/12/52_12_1095/_article
1564|Chem. Pharm. Bull. (Tokyo), 1988, 36, 1, 398|10.1248/cpb.36.398|https://www.jstage.jst.go.jp/article/cpb1958/36/1/36_1_398/_article
1565|Mar. Drugs 2014, 12, 6, 3116|10.3390/md12063116|https://www.mdpi.com/1660-3397/12/6/3116
1566|Pest. Manag. Sci., 2009, 65, 1, 60|10.1002/ps.1645|https://onlinelibrary.wiley.com/doi/abs/10.1002/ps.1645
1567|J. Antibiot., 2002, 55, 7, 666|10.7164/antibiotics.55.666|https://www.jstage.jst.go.jp/article/antibiotics1968/55/7/55_7_666/_article
1568|J. Antibiot., 2012, 65, 10, 535|10.1038/ja.2012.64|https://www.nature.com/articles/ja201264
1569|Int. J. Food Microbiol., 2015, 214, 102|10.1016/j.ijfoodmicro.2015.07.020|https://www.sciencedirect.com/science/article/abs/pii/S016816051530074X
1570|Arch. Pharm. Res., 2012, 35, 10, 1757|10.1007/s12272-012-1007-9|https://link.springer.com/article/10.1007/s12272-012-1007-9
1571|Mar. Drugs 2016, 14, 3, 59|10.3390/md14030059|https://www.mdpi.com/1660-3397/14/3/59
1572|Angew. Chem. Int. Ed. Engl., 2016, 55, 3, 1128|10.1002/anie.201509462|https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.201509462
1573|J. Nat. Prod. 2011, 74, 5, 1106|10.1021/np2000478|https://pubs.acs.org/doi/10.1021/np2000478
1574|Enzyme Microb. Technol., 2016, 91, 52|10.1016/j.enzmictec.2016.05.011|https://www.sciencedirect.com/science/article/abs/pii/S0141022916301016
1575|Genome Announc., 2016, 4, 3, e00491|10.1128/genomeA.00491-16|https://mra.asm.org/content/4/3/e00491-16
1576|J. Microbiol. Biotechnol., 2016, 26, 9, 1557|10.4014/jmb.1603.03073|http://www.jmb.or.kr/journal/view.html?doi=10.4014/jmb.1603.03073
